full_ticker,ticker,name,name_short,name_eng,listed_data,market,security_category,related_department,preferred,face_value,shares_available,corp_code,corp_code2,industry_code
KR7018470005,018470,조일알미늄보통주,조일알미늄,CHOILALUMINUM,1988/11/22,KOSPI,주권,,보통주,500,102631721,00149239,00149239,24222
KR7002600005,002600,조흥보통주,조흥,CHOHEUNG CORPORATION,1976/12/23,KOSPI,주권,,보통주,5000,600000,00149345,00149345,10749
KR7063160006,063160,종근당바이오보통주,종근당바이오,CKDBioCorporation,2001/12/11,KOSPI,주권,,보통주,2500,5485962,00390055,00390055,212
KR7185750007,185750,종근당보통주,종근당,CHONGKUNDANG,2013/12/06,KOSPI,주권,,보통주,2500,11426099,00992871,00992871,21210
KR7001630003,001630,종근당홀딩스보통주,종근당홀딩스,CHONGKUNDANG HOLDINGS CORP.,1976/06/30,KOSPI,주권,,보통주,2500,5009861,00149354,00149354,212
KR7033340001,033340,좋은사람들,좋은사람들,"GOOD PEOPLE CO., LTD.",1997/11/03,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,49908224,00205003,00205003,14120
KR7036930006,036930,주성엔지니어링,주성엔지니어링,"JUSUNG ENGINEERING Co.,Ltd.",1999/12/24,KOSDAQ,주권,우량기업부,보통주,500,48249212,00252135,00252135,29229
KR7185190006,185190,주식회사 수프로,수프로,"Suppro Co.,Ltd",2013/10/29,KONEX,주권,일반기업부,보통주,500,3695450,00830447,00830447,46204
KR7357580000,357580,주식회사 아모센스,아모센스,"Amosense Co., Ltd.",2021/06/25,KOSDAQ,주권,기술성장기업부,보통주,500,11200076,01012987,01012987,262
KR7158300004,158300,주식회사 에스에이티,에스에이티이엔지,"Solution Advanced Technology Co.,Ltd.",2013/07/01,KONEX,주권,일반기업부,보통주,500,3306335,00563147,00563147,29271
KR7086460003,086460,주식회사 에스엔피제네틱스,에스엔피제네틱스,SNP Genetics,2013/07/01,KONEX,주권,일반기업부,보통주,500,1823850,00548519,00548519,70113
KR7226400000,226400,주식회사 오스테오닉,오스테오닉,"OSTEONIC Co., Ltd.",2018/02/22,KOSDAQ,주권,기술성장기업부,보통주,500,16773054,01082348,01082348,27192
KR7070960000,070960,주식회사 용평리조트,용평리조트,YONG PYONG RESORT CORPORATION,2016/05/27,KOSPI,주권,,보통주,5000,48133333,00365989,00365989,55103
KR7084440007,084440,주식회사 유비온,유비온,UBION CO.LTD.,2014/01/21,KONEX,주권,일반기업부,보통주,500,2997107,00531078,00531078,63991
KR7187420005,187420,주식회사 제노포커스,제노포커스,"GenoFocus, Inc.",2015/05/29,KOSDAQ,주권,기술성장기업부,보통주,500,22499010,00983916,00983916,211
KR7189350002,189350,주식회사 코셋,코셋,Coset Inc.,2013/12/24,KONEX,주권,일반기업부,보통주,500,4800000,00965062,00965062,26410
KR7023450000,023450,주식회사동남합성,동남합성,"DONGNAMCHEMICALCO,.LTD.",1996/12/24,KOSPI,주권,,보통주,500,3610000,00115065,00115065,201
KR7002380004,002380,주식회사케이씨씨,KCC,KCC Corporation,1973/06/25,KOSPI,주권,,보통주,5000,8886471,00105271,,20411
KR7044380004,044380,주연테크 보통주,주연테크,JOOYONTECH,2006/11/15,KOSPI,주권,,보통주,200,54612089,00269241,00269241,26310
KR7239340003,239340,줌인터넷,줌인터넷,ZUMinternet Corp.,2016/06/09,KOSDAQ,주권,중견기업부,보통주,100,26979634,01128622,,631
KR7024110009,024110,중소기업은행보통주,기업은행,INDUSTRIALBANKOFKOREA,2003/12/24,KOSPI,주권,,보통주,5000,744300587,00149646,00149646,64121
KR7051980001,051980,중앙디앤엠,중앙디앤엠,"JOONGANG DNM Co., Ltd",2001/07/31,KOSDAQ,주권,중견기업부,보통주,500,69884557,00347716,00347716,222
KR7072020001,072020,중앙백신연구소,중앙백신,CHOONG ANG VACCINE LABORATORY,2003/10/31,KOSDAQ,주권,벤처기업부,보통주,500,9960000,00415327,00415327,21102
KR7000440008,000440,중앙에너비스,중앙에너비스,"Joong Ang Enervis Co.,Ltd.",1993/03/24,KOSDAQ,주권,중견기업부,보통주,500,6227130,00149770,00149770,46712
KR7078650009,078650,지나인제약,지나인제약,G9pharma,2010/10/22,KOSDAQ,주권,관리종목(소속부없음),보통주,500,74785908,00477257,00477257,27301
KR7228760005,228760,지노믹트리,지노믹트리,Genomictree Inc.,2019/03/27,KOSDAQ,주권,기술성장기업부,보통주,500,19986215,01108248,01108248,213
KR7314130006,314130,지놈앤컴퍼니,지놈앤컴퍼니,Genome&Company,2020/12/23,KOSDAQ,주권,기술성장기업부,보통주,500,13447465,01276026,01276026,211
KR7013890009,013890,지누스보통주,지누스,ZINUS,2019/10/30,KOSPI,주권,,보통주,500,15800450,00150633,00150633,320
KR7043610005,043610,지니뮤직,지니뮤직,GENIE MUSIC CORPORATION,2000/07/20,KOSDAQ,주권,우량기업부,보통주,500,58115438,00223762,00223762,631
KR7263860009,263860,지니언스,지니언스,"GENIANS, INC.",2017/08/02,KOSDAQ,주권,벤처기업부,보통주,500,9444600,00962223,00962223,58221
KR7303030001,303030,지니틱스,지니틱스,"Zinitix Co.,Ltd.",2018/08/30,KOSDAQ,주권,벤처기업부,보통주,100,35745668,01318933,01318933,261
KR7036180008,036180,지더블유바이텍,지더블유바이텍,"GW Vitek CO.,LTD.",1999/12/21,KOSDAQ,주권,중견기업부,보통주,500,29766225,00257149,00257149,4659
KR7208350009,208350,지란지교시큐리티,지란지교시큐리티,"Jiransecurity Co., Ltd.",2014/12/24,KOSDAQ,주권,벤처기업부,보통주,500,8306541,01047169,01047169,582
KR7114570005,114570,지스마트글로벌,지스마트글로벌,"G-SMATT GLOBAL Co., Ltd.",2010/02/04,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,11339394,00673976,00673976,468
KR7299480004,299480,지앤이헬스케어,지앤이헬스케어,G&E Healthcare,2018/06/29,KONEX,주권,일반기업부,보통주,100,11100743,01188749,01188749,13999
KR7051160000,051160,지어소프트,지어소프트,GAEASOFT,2002/05/28,KOSDAQ,주권,우량기업부,보통주,500,14574555,00389110,00389110,58221
KR7001250000,001250,지에스글로벌보통주,GS글로벌,GS Global Corp.,1976/06/26,KOSPI,주권,,보통주,2500,82533764,00138190,00138190,468
KR7007070006,007070,지에스리테일보통주,GS리테일,GS Retail,2011/12/23,KOSPI,주권,,보통주,1000,104717922,00140177,00140177,47122
KR7053050001,053050,지에스이,지에스이,"GSE Co., Ltd.",2001/10/11,KOSDAQ,주권,우량기업부,보통주,500,29987597,00351995,00351995,35200
KR7130500002,130500,지에이치신소재,GH신소재,GH Advanced Materials Inc.,2013/08/02,KOSDAQ,주권,중견기업부,보통주,500,11000000,00491938,00491938,13992
KR7119850006,119850,지엔씨에너지,지엔씨에너지,"GnCenergy Co., Ltd.",2013/10/02,KOSDAQ,주권,우량기업부,보통주,500,16448909,00626464,00626464,28111
KR7270520000,270520,지엔원에너지,지엔원에너지,"G Enone Energy Co.,Ltd.",2017/08/22,KOSDAQ,주권,벤처기업부,보통주,100,31208908,01228515,01228515,721
KR7065060006,065060,지엔코,지엔코,"Great New wave Coming Co., Ltd.",2002/05/28,KOSDAQ,주권,중견기업부,보통주,500,98008044,00258102,00258102,141
KR7204840003,204840,지엘팜텍,지엘팜텍,GL Pharm Tech Corp.,2014/11/20,KOSDAQ,주권,기술성장기업부,보통주,100,51886844,01042359,01042359,70113
KR7013870001,013870,지엠비코리아보통주,지엠비코리아,GMB Korea,2012/11/20,KOSPI,주권,,보통주,500,19072280,00156354,00156354,303
KR7071320006,071320,지역난방공사보통주,지역난방공사,Korea District Heating,2010/01/29,KOSPI,주권,,보통주,5000,11578744,00159698,00159698,35300
KR7135160000,135160,지오씨,지오씨,GOC,2015/12/28,KONEX,주권,일반기업부,보통주,500,9576333,00657756,00657756,28301
KR7111820007,111820,지유온,지유온,G.U.ON,2010/06/18,KOSDAQ,주권,관리종목(소속부없음),보통주,500,29500978,00689418,00689418,639
KR7010580009,010580,지코보통주,지코,"JICO CO.,LTD.",1994/12/27,KOSPI,주권,,보통주,500,64581636,00147860,00147860,303
KR7035000009,035000,지투알보통주,지투알,GⅡR Inc.,1999/08/11,KOSPI,주권,,보통주,1000,16567409,00140168,00140168,715
KR7115450009,115450,지트리비앤티,지트리비앤티,"G-treeBNT Co., Ltd.",2010/03/26,KOSDAQ,주권,중견기업부,보통주,500,27088019,00552859,00552859,467
KR7219750007,219750,지티지웰니스,지티지웰니스,"GTG Wellness Co.,Ltd",2018/09/21,KOSDAQ,주권,관리종목(소속부없음),보통주,500,17440788,01031229,01031229,271
KR7088790001,088790,진도 보통주,진도,"JINDO.CO.,LTD",2006/03/28,KOSPI,주권,,보통주,500,12447744,00557933,00557933,467
KR7018120006,018120,진로발효,진로발효,JinroDistillers,1993/12/29,KOSDAQ,주권,우량기업부,보통주,500,6621120,00170877,00170877,11121
KR7109820001,109820,진매트릭스,진매트릭스,GENEMATRIX INC.,2009/11/06,KOSDAQ,주권,기술성장기업부,보통주,500,20393640,00552992,00552992,70113
KR7086060001,086060,진바이오텍,진바이오텍,"Gene Bio Tech Co., Ltd.",2006/04/28,KOSDAQ,주권,중견기업부,보통주,500,8610587,00491053,00491053,1080
KR7036890002,036890,진성티이씨,진성티이씨,JINSUNG T.E.C.,2000/07/20,KOSDAQ,주권,우량기업부,보통주,500,22482268,00174208,00174208,29241
KR7363250002,363250,진시스템,진시스템,"Genesystem Co., Ltd",2021/05/26,KOSDAQ,주권,기술성장기업부,보통주,500,6811080,01437858,01437858,271
KR7003780004,003780,진양산업보통주,진양산업,Chinyang Industry,1973/06/26,KOSPI,주권,,보통주,500,13000000,00150439,00150439,2225
KR7007370000,007370,진양제약,진양제약,"JIN YANG PHARMACETICAL. CO., LTD",2000/07/27,KOSDAQ,주권,중견기업부,보통주,500,12000000,00150536,00150536,21210
KR7010640001,010640,진양폴리우레탄보통주,진양폴리,ChinYangPolyurethane,1989/09/30,KOSPI,주권,,보통주,500,10000000,00160375,,22259
KR7100250000,100250,진양홀딩스보통주,진양홀딩스,Chinyang Holdings Corporation,2008/02/15,KOSPI,주권,,보통주,500,55895292,00646732,00646732,222
KR7051630002,051630,진양화학보통주,진양화학,ChinYangChemicalCorporation,2001/01/29,KOSPI,주권,,보통주,500,12000000,00347734,00347734,22214
KR7272450008,272450,진에어보통주,진에어,JIN AIR,2017/12/08,KOSPI,주권,,보통주,1000,45000000,00653024,00653024,511
KR7011000007,011000,진원생명과학보통주,진원생명과학,GeneOneLifeScience,1987/11/16,KOSPI,주권,,보통주,1000,45211508,00118521,00118521,212
KR7250030004,250030,진코스텍,진코스텍,JINCOSTECH,2019/11/29,KONEX,주권,일반기업부,보통주,500,2589337,01158632,01158632,20423
KR7002780005,002780,진흥기업보통주,진흥기업,ChinhungInternational,1977/06/25,KOSPI,주권,,보통주,500,145471745,00150828,00150828,41221
KR7233990001,233990,질경이,질경이,JILGYUNGYI,2015/12/29,KONEX,주권,일반기업부,보통주,100,13966316,01063556,01063556,20423
KR7085660009,085660,차바이오텍,차바이오텍,"Chabiotech Co.,Ltd.",2005/12/27,KOSDAQ,주권,중견기업부,보통주,500,56260532,00525679,00525679,21102
KYG2115T1076,900250,차이나크리스탈신소재홀딩스,크리스탈신소재,"China Crystal New Material Holdings Co., Ltd.",2016/01/28,KOSDAQ,외국주권,외국기업(소속부없음),보통주,0.5,67783852,01107665,01107665,64992
KR7009310004,009310,참엔지니어링보통주,참엔지니어링,Charm Engineering,1987/11/12,KOSPI,주권,,보통주,500,55528564,00153621,00153621,29271
KR7158310003,158310,참존글로벌,참존글로벌,Charmzone Global,2013/04/03,KOSDAQ,주권,관리종목(소속부없음),보통주,500,47606174,00923899,00923899,29280
KR7094850005,094850,참좋은여행,참좋은여행,"Very Good Tour Co.,Ltd.",2007/04/30,KOSDAQ,주권,중견기업부,보통주,500,14000000,00606770,00606770,752
KR7004650008,004650,창해에탄올,창해에탄올,"Changhae Ethanol Co., Ltd.",2014/07/30,KOSDAQ,주권,우량기업부,보통주,500,9190885,00123523,00123523,11121
KR7311690002,311690,천랩,천랩,"ChunLab,Inc.",2019/12/26,KOSDAQ,주권,기술성장기업부,보통주,500,3909848,01071041,01071041,701
KR7278280003,278280,천보,천보,"Chunbo Co., Ltd.",2019/02/11,KOSDAQ,주권,우량기업부,보통주,500,10000000,00897752,00897752,201
KR7000650002,000650,천일고속보통주,천일고속,ChunilExpress,1977/06/23,KOSPI,주권,,보통주,5000,1429220,00151395,00151395,49220
KR7140290008,140290,청광건설 주식회사,청광건설,"CHUNGKWANG CONSTRUCTION CO., LtD.",2013/12/20,KONEX,주권,일반기업부,보통주,500,10555100,00599489,00599489,412
KR7096240007,096240,청담러닝,청담러닝,"Chungdahm Learning, Inc.",2008/06/27,KOSDAQ,주권,우량기업부,보통주,500,7473826,00525882,00525882,855
KR7066360009,066360,체리부로,체리부로,"Cherrybro Co.,Ltd",2017/12/04,KOSDAQ,주권,중견기업부,보통주,500,27872374,00216434,00216434,10121
KR7033250002,033250,체시스보통주,체시스,"CHASYS Co.,Ltd",1999/08/11,KOSPI,주권,,보통주,500,32000000,00125576,00125576,303
KR7047820006,047820,초록뱀미디어,초록뱀미디어,"CHOROKBAEM MEDIA CO.,LTD.",2002/12/24,KOSDAQ,주권,중견기업부,보통주,500,164148935,00299464,00299464,59114
KR7052300001,052300,초록뱀컴퍼니,초록뱀컴퍼니,CHOROKBAEM COMPANY,2001/08/02,KOSDAQ,주권,중견기업부,보통주,500,69188767,00349811,00349811,529
KR7094360005,094360,칩스앤미디어,칩스앤미디어,"Chips&Media, Inc.",2015/08/05,KOSDAQ,주권,벤처기업부,보통주,500,9640315,00579971,00579971,261
KR7016920001,016920,카스,카스,Cas,1990/01/04,KOSDAQ,주권,중견기업부,보통주,500,23944698,00152260,00152260,465
KR7284620002,284620,카이노스메드,카이노스메드,"KAINOS MEDICINE, INC.",2018/06/08,KOSDAQ,주권,기술성장기업부,보통주,100,105357734,01263527,,701
KR7293490009,293490,카카오게임즈,카카오게임즈,Kakao Games Corp.,2020/09/10,KOSDAQ,주권,우량기업부,보통주,100,74674030,01137383,01137383,5821
KR7323410001,323410,카카오뱅크보통주,카카오뱅크,KakaoBank Corp.,2021/08/06,KOSPI,주권,,보통주,5000,475100237,01133217,01133217,64121
KR7035720002,035720,카카오보통주,카카오,Kakao,2017/07/10,KOSPI,주권,,보통주,100,444707140,00258801,00258801,63120
KR7042000000,042000,카페24,카페24,Cafe24 Corp.,2018/02/08,KOSDAQ,주권,기술성장기업부,보통주,500,18834733,00260879,00260879,63112
KR7006380000,006380,카프로보통주,카프로,CAPRO,1974/05/28,KOSPI,주권,,보통주,500,40000000,00159810,00159810,20119
KR7317530004,317530,캐리소프트,캐리소프트,"CARRIESOFT Co., Ltd.",2019/10/29,KOSDAQ,주권,기술성장기업부,보통주,500,6900196,01267222,01267222,59111
KR7071850002,071850,캐스텍코리아,캐스텍코리아,"CASTEC KOREA CO.,LTD",2014/05/27,KOSDAQ,주권,중견기업부,보통주,500,16569188,00302582,00302582,303
KR7180400004,180400,캔서롭,캔서롭,"Cancer Rop Co., Ltd.",2015/11/20,KOSDAQ,주권,관리종목(소속부없음),보통주,500,23078062,00995993,00995993,729
KR7050110006,050110,캠시스,캠시스,CammSys Corp.,2001/05/17,KOSDAQ,주권,벤처기업부,보통주,500,73824118,00330044,00330044,2629
KR7109070003,109070,컨버즈보통주,컨버즈,CONBUZZ,2009/03/17,KOSPI,주권,,보통주,500,16142806,00753643,00753643,172
HK0000341732,900310,컬러레이홀딩스,컬러레이,"Coloray International Investment Co., Limited",2017/08/10,KOSDAQ,외국주권,외국기업(소속부없음),보통주,무액면,54000000,01236286,01236286,649
KR7078340007,078340,컴투스,컴투스,Com2uS Corporation,2007/07/06,KOSDAQ,주권,우량기업부,보통주,500,12866420,00476498,00476498,5821
KR7307930008,307930,컴퍼니케이파트너스,컴퍼니케이,COMPANY K PARTNERS LIMITED,2019/05/23,KOSDAQ,주권,중견기업부,보통주,500,15610000,00598198,00598198,649
KR7263700007,263700,케어랩스,케어랩스,"Carelabs Co.,Ltd",2018/03/28,KOSDAQ,주권,중견기업부,보통주,500,17236032,01187148,01187148,58222
KR7327970000,327970,케어룸의료산업,케어룸의료산업,KAREROOM MEDICAL EQUIPMENT,2019/08/05,KONEX,주권,일반기업부,보통주,500,1000000,01344752,01344752,27199
KR7214370009,214370,케어젠,케어젠,"Caregen Co.,LTD.",2015/11/17,KOSDAQ,주권,중견기업부,보통주,500,10743000,00549891,00549891,211
KR7221980006,221980,케이디켐,케이디켐,"KDCHEM CO., LTD.",2015/11/19,KOSDAQ,주권,중견기업부,보통주,500,4034800,00370918,00370918,2049
KYG1990V1041,900280,케이만금세기차륜집단유한공사,골든센츄리,Cayman Golden Century Wheel Group Limited,2016/10/19,KOSDAQ,외국주권,외국기업(소속부없음),보통주,0.2,176573591,01168143,01168143,64992
KR7001620004,001620,케이비아이동국실업보통주,케이비아이동국실업,KBI DONGKOOK IND,1990/09/15,KOSPI,주권,,보통주,500,87217977,00114765,00114765,303
KR7024840001,024840,케이비아이메탈,KBI메탈,"KBI METAL CO., LTD.",1994/12/29,KOSDAQ,주권,우량기업부,보통주,500,32950848,00158024,00158024,242
KR7317030005,317030,케이비제17호기업인수목적,케이비17호스팩,KB No.17 Special Purpose Acquisition Company,2019/03/27,KOSDAQ,주권,SPAC(소속부없음),보통주,100,5461000,01351114,01351114,661
KR7323940007,323940,케이비제18호기업인수목적,케이비제18호스팩,KB No.18 Special Purpose Acquisition Company,2019/06/24,KOSDAQ,주권,SPAC(소속부없음),보통주,100,7822000,01371312,01371312,661
KR7330990003,330990,케이비제19호기업인수목적,케이비제19호스팩,KB No.19 Special Purpose Acquisition Company,2019/09/30,KOSDAQ,주권,SPAC(소속부없음),보통주,100,4301000,01393299,01393299,661
KR7342550001,342550,케이비제20호기업인수목적,케이비제20호스팩,KB No.20 Special Purpose Acquisition Company,2020/01/30,KOSDAQ,주권,SPAC(소속부없음),보통주,100,6501000,01418543,01418543,66199
KR7192250009,192250,케이사인,케이사인,"KSIGN CO., Ltd.",2014/04/28,KOSDAQ,주권,벤처기업부,보통주,100,70671257,01003040,01003040,58221
KR7009440009,009440,케이씨그린홀딩스보통주,KC그린홀딩스,KC Green Holdings,1994/11/05,KOSPI,주권,,보통주,500,22434980,00159971,00159971,64992
KR7029460003,029460,케이씨보통주,케이씨,KC,1997/11/25,KOSPI,주권,,보통주,500,13554044,00209780,00209780,27216
KR7112190004,112190,케이씨산업,KC산업,KC INDUSTRY,2016/05/31,KONEX,주권,일반기업부,보통주,500,7125253,00366517,00366517,23325
KR7021320007,021320,케이씨씨건설,KCC건설,"KCC ENGINEERING & CONSTRUCTION CO., LTD.",2001/08/21,KOSDAQ,주권,우량기업부,보통주,5000,21400000,00105466,00105466,41112
KR7344820006,344820,케이씨씨글라스보통주,KCC글라스,KCC GLASS Corporation,2020/01/21,KOSPI,주권,,보통주,1000,15970512,01428203,,2311
KR7036670008,036670,케이씨아이,KCI,KCI Limited,2001/01/03,KOSDAQ,주권,우량기업부,보통주,500,11270000,00265041,00265041,20421
KR7115500001,115500,케이씨에스,케이씨에스,Korea Computer & Systems Inc.,2010/04/14,KOSDAQ,주권,중견기업부,보통주,500,12000000,00441650,00441650,62021
KR7119650000,119650,케이씨코트렐보통주,KC코트렐,KC Cottrell,2010/01/29,KOSPI,주권,,보통주,500,17600000,00797364,00797364,291
KR7281820001,281820,케이씨텍보통주,케이씨텍,KCTECH,2017/12/05,KOSPI,주권,,보통주,500,20861556,01261893,01261893,272
KR7089150007,089150,케이씨티,케이씨티,Korea Computer Terminal Inc.,2006/12/13,KOSDAQ,주권,중견기업부,보통주,500,17150000,00441447,00441447,62021
KR7025880006,025880,케이씨피드,케이씨피드,"KC FEED CO., LTD.",1995/07/07,KOSDAQ,주권,중견기업부,보통주,500,16715858,00101752,00101752,1080
KR7093320000,093320,케이아이엔엑스,케이아이엔엑스,"KINX, Inc.",2011/02/08,KOSDAQ,주권,우량기업부,보통주,500,4880000,00603348,00603348,63112
KR7044450005,044450,케이에스에스 해운 보통주,KSS해운,KSS LINE,2007/10/26,KOSPI,주권,,보통주,500,23185880,00160232,00160232,50112
KR7073010001,073010,케이에스피,케이에스피,"KSP CO., LTD",2004/12/17,KOSDAQ,주권,벤처기업부,보통주,500,36192257,00328191,00328191,29111
KR7060720000,060720,케이에이치바텍,KH바텍,"KH VATEC Co., LTD",2002/05/21,KOSDAQ,주권,중견기업부,보통주,500,23673903,00378628,00378628,2629
KR7226360006,226360,케이에이치이엔티,KH E&T,KH E&T,2015/10/22,KOSDAQ,주권,벤처기업부,보통주,100,54334503,01097906,01097906,412
KR7111870002,111870,케이에이치일렉트론,KH 일렉트론,KH ELECTRON,2010/11/05,KOSDAQ,주권,중견기업부,보통주,500,101056966,00125965,00125965,265
KR7105330005,105330,케이엔더블유,케이엔더블유,"KNW Co., Ltd.",2009/09/29,KOSDAQ,주권,벤처기업부,보통주,500,12135382,00606664,00606664,262
KR7058400003,058400,케이엔엔,KNN,KOREA NEW NETWORK CORPORATION,2010/11/03,KOSDAQ,주권,우량기업부,보통주,500,132429720,00208134,00208134,60210
KR7272110008,272110,케이엔제이,케이엔제이,"KnJ Co., Ltd.",2019/10/25,KOSDAQ,주권,중견기업부,보통주,500,7382908,00769158,00769158,29272
KR7039420005,039420,케이엘넷,케이엘넷,KL-Net Corp.,2002/03/12,KOSDAQ,주권,중견기업부,보통주,500,24154730,00246620,00246620,61299
KR7083550004,083550,케이엠,케이엠,KM CORPORATION,2005/12/20,KOSDAQ,주권,우량기업부,보통주,500,10755114,00242934,00242934,139
KR7032500001,032500,케이엠더블유,케이엠더블유,KMW CO. LTD,2000/03/21,KOSDAQ,주권,우량기업부,보통주,500,39820883,00226352,00226352,2642
KR7122450000,122450,케이엠에이치,KMH,"KMH Co., Ltd.",2011/05/25,KOSDAQ,주권,중견기업부,보통주,500,45335964,00657987,00657987,60221
KR7052900008,052900,케이엠에이치하이텍,KMH하이텍,"KMH HITECH CO.,LTD",2005/01/18,KOSDAQ,주권,중견기업부,보통주,500,46885499,00276834,00276834,2224
KR7225430008,225430,케이엠제약,케이엠제약,"KMPHARMACEUTICAL Co.,Ltd.",2015/10/08,KOSDAQ,주권,중견기업부,보통주,100,27887050,01095704,,204
KR7092220003,092220,케이이씨 보통주,KEC,KEC Corporation,2006/10/16,KOSPI,주권,,보통주,500,116706940,00589127,00589127,2612
KR7046440004,046440,케이지모빌리언스,KG모빌리언스,"KGMobilians Co., Ltd.",2004/12/14,KOSDAQ,주권,우량기업부,보통주,500,38825568,00405278,00405278,582
KR7035600006,035600,케이지이니시스,KG이니시스,"KGINICIS CO.,LTD.",2002/11/22,KOSDAQ,주권,우량기업부,보통주,500,27904434,00264547,00264547,58221
KR7151860004,151860,케이지이티에스,KG ETS,"KG Eco Technology Services Co., Ltd.",2013/07/24,KOSDAQ,주권,우량기업부,보통주,500,36000000,00366137,00366137,382
KR7145270005,145270,케이탑리츠보통주,케이탑리츠,KTOPREITs,2012/01/31,KOSPI,부동산투자회사,,보통주,1000,46224127,00861076,00861076,68112
KR7030200000,030200,케이티보통주,KT,KTCorporation,1998/12/23,KOSPI,주권,,보통주,5000,261111808,00190321,,612
KR7030210009,030210,케이티비투자증권보통주,KTB투자증권,"KTB Investment & Securities Co., Ltd",1996/11/19,KOSPI,주권,,보통주,5000,60314092,00156859,00156859,66121
KR7060370004,060370,케이티서브마린,KT서브마린,"KT Submarine Co., Ltd.",2002/02/15,KOSDAQ,주권,중견기업부,보통주,1000,21900000,00225742,00225742,423
KR7053210001,053210,케이티스카이라이프,스카이라이프,"KT Skylife Co., Ltd.",2011/06/03,KOSPI,주권,,보통주,2500,47821966,00349097,,60229
KR7058850009,058850,케이티씨에스보통주,KTcs,ktcs corporation,2010/09/16,KOSPI,주권,,보통주,500,42685000,00372882,00372882,63991
KR7058860008,058860,케이티아이에스보통주,KTis,ktis Corporation,2010/12/17,KOSPI,주권,,보통주,500,34802000,00372873,00372873,63991
KR7036030005,036030,케이티알파,케이티알파,kt alpha,1999/12/24,KOSDAQ,주권,중견기업부,보통주,1000,49019283,00260958,00260958,461
KR7033780008,033780,케이티앤지보통주,KT&G,KT&G Corporation,1999/10/08,KOSPI,주권,,보통주,5000,137292497,00244455,,12000
KR7064820004,064820,케이프,케이프,CAPE INDUSTRIES LTD.,2007/05/29,KOSDAQ,주권,벤처기업부,보통주,500,30901728,00152437,00152437,31114
KR7347140006,347140,케이프이에스제4호기업인수목적,케이프이에스제4호,CAPE-ES No.4 Special Purpose Acquisition Company,2020/03/24,KOSDAQ,주권,SPAC(소속부없음),보통주,100,3009000,01428249,01428249,6499
KR7256940008,256940,케이피에스,케이피에스,KPS Corporation,2017/09/06,KOSDAQ,주권,벤처기업부,보통주,500,17899253,01037214,01037214,29272
KR7024880007,024880,케이피에프,케이피에프,KPF,1994/12/29,KOSDAQ,주권,우량기업부,보통주,500,17718250,00157636,00157636,259
KR7114450000,114450,케이피엑스라이프사이언스,KPX생명과학,"KPX LIFESCIENCE CO., LTD.",2009/12/22,KOSDAQ,주권,중견기업부,보통주,500,15000000,00532059,00532059,21101
KR7042040006,042040,케이피엠테크,케이피엠테크,"KPM TECH CO., LTD.",2003/01/07,KOSDAQ,주권,중견기업부,보통주,100,140276798,00206686,00206686,2049
KR7054410006,054410,케이피티유,케이피티유,"Korea Plasma Technology U Co.,Ltd",2002/04/25,KOSDAQ,주권,벤처기업부,보통주,500,5060000,00357607,00357607,25921
KR7274090000,274090,켄코아에어로스페이스,켄코아에어로스페이스,Kencoa Aerospace Corporation,2020/03/03,KOSDAQ,주권,기술성장기업부,보통주,500,11784088,01158553,01158553,31322
KR7217600006,217600,켐온,켐온,CHEMON Inc.,2015/06/26,KOSDAQ,주권,중견기업부,보통주,100,63861340,01070857,01070857,701
KR7089010003,089010,켐트로닉스,켐트로닉스,"CHEMTRONICS Co., Ltd.",2007/01/17,KOSDAQ,주권,우량기업부,보통주,500,14858157,00371485,00371485,204
KR7220260004,220260,켐트로스,켐트로스,"Chemtros Co., Ltd.",2015/07/27,KOSDAQ,주권,벤처기업부,보통주,100,26558307,01089350,01089350,204
KR7052400009,052400,코나아이,코나아이,"KONA I CO.,LTD.",2001/10/18,KOSDAQ,주권,중견기업부,보통주,500,15559118,00349732,00349732,58221
KR7033110008,033110,코너스톤네트웍스,코너스톤네트웍스,"Cornerstone Networks CO., LTD",1997/08/18,KOSDAQ,주권,관리종목(소속부없음),보통주,500,129772391,00194275,00194275,471
KR7046070009,046070,코다코,코다코,"KODACO CO., LTD",2000/12/26,KOSDAQ,주권,관리종목(소속부없음),보통주,500,39064256,00295857,00295857,303
KR7047770003,047770,코데즈컴바인,코데즈컴바인,"Codes Combine Co.,Ltd.",2001/09/18,KOSDAQ,주권,중견기업부,보통주,500,37842602,00329093,00329093,141
KR7078940004,078940,코드네이처,코드네이처,CODENATURE INC.,2004/08/27,KOSDAQ,주권,중견기업부,보통주,500,32009545,00501970,00501970,423
KR7080530009,080530,코디,코디,"KODI Co.,LTD.",2010/01/05,KOSDAQ,주권,중견기업부,보통주,500,28291298,00308559,00308559,204
KR7224060004,224060,코디엠,코디엠,"CODI-M Co., LTD.",2015/12/29,KOSDAQ,주권,중견기업부,보통주,100,273760088,00530413,00530413,29271
KR7357120005,357120,코람코에너지플러스리츠보통주,코람코에너지리츠,KORAMCO ENERGY PLUS REIT,2020/08/31,KOSPI,부동산투자회사,,보통주,500,69620000,01430475,01430475,6811
KR7104540000,104540,코렌텍,코렌텍,"Corentec Co., Ltd.",2013/03/05,KOSDAQ,주권,기술성장기업부,보통주,500,11829702,00541437,00541437,27192
